region,street,housenumber,city,postcode,lat,lon,building_type
Lazio,Via Colombo,187,Lazio,46172,41.66465186771292,13.882583937884055,random
Lazio,Via Bellini,3,Lazio,34182,42.52671617645722,11.794637463878631,random
Lazio,Via Kennedy,41,Lazio,28508,42.353408471432616,11.568616915931784,random
Lazio,Via Gramsci,24,Lazio,31056,42.25611203749837,11.737579352861498,random
Lazio,Via Mazzini,92,Lazio,30136,41.46697948483249,13.768409988094113,random
Lazio,Corso Vittorio Emanuele,82,Lazio,68940,41.47571794775172,12.80038122719111,random
Lazio,Via XX Settembre,132,Lazio,95776,42.25261216321354,12.750455405540698,random
Lazio,Via XX Settembre,39,Lazio,65646,42.2394431254964,11.99643266815555,random
Lazio,Via Bellini,50,Lazio,18749,42.447801335796335,12.375607582828275,random
Lazio,Corso Umberto,146,Lazio,70650,41.57026196123546,13.901038349292094,random
Lazio,Via Garibaldi,165,Lazio,95867,42.17613217075282,12.944930676469756,random
Lazio,Via Roma,47,Lazio,21092,42.21736994613577,12.460930436130134,random
Lazio,Via Dante,17,Lazio,64756,41.61546005013566,13.186500791698151,random
Lazio,Via Colombo,45,Lazio,20469,41.70115775260609,13.323597655269023,random
Lazio,Via Colombo,31,Lazio,86057,41.58341203697822,13.34431984470883,random
Lazio,Via Trieste,124,Lazio,32263,41.62474626128383,13.713444428629652,random
Lazio,Via Colombo,84,Lazio,85203,41.83612165792411,12.812479350784141,random
Lazio,Via Verdi,85,Lazio,76929,41.60122704738049,13.438295132086605,random
Lazio,Via Galilei,107,Lazio,10421,41.34057394149231,13.794085548089884,random
Lazio,Via Leopardi,143,Lazio,27681,41.593487731872926,13.40575457248837,random
Lazio,Via Matteotti,78,Lazio,73776,42.32269288149157,12.603716304856983,random
Lazio,Via Cavour,62,Lazio,71158,42.66614903608745,13.312281470509024,random
Lazio,Piazza Duomo,128,Lazio,20275,42.40636322341834,13.117614986802437,random
Lazio,Piazza Duomo,112,Lazio,86295,41.35228398331605,13.74577869743713,random
Lazio,Via Mazzini,114,Lazio,80158,41.649113740736496,12.741219275171852,random
Lazio,Via Verdi,77,Lazio,39867,41.92697105307404,13.315474918956445,random
Lazio,Piazza Duomo,159,Lazio,63724,42.42387597162156,12.937703711274825,random
Lazio,Via Pascoli,58,Lazio,77522,41.80630513138165,13.255044426267862,random
Lazio,Via Marconi,40,Lazio,92454,42.30236685097239,12.9915789946161,random
Lazio,Via Cavour,75,Lazio,70462,42.421837085382684,12.991829430227382,random
Lazio,Via XX Settembre,196,Lazio,46364,42.327065447196304,12.901067472173114,random
Lazio,Piazza Garibaldi,62,Lazio,51423,42.237397084859424,13.116063894035424,random
Lazio,Via Manzoni,128,Lazio,61076,42.190617814914624,12.656310297057658,random
Lazio,Piazza Duomo,156,Lazio,41319,41.85366317622042,12.827440920841424,random
Lazio,Via Kennedy,197,Lazio,31827,42.665433834217865,13.18943007192183,random
Lazio,Via Trieste,192,Lazio,52955,41.5459200465052,13.45972974590941,random
Lazio,Via Roma,157,Lazio,83137,42.04439081084604,11.909512740697247,random
Lazio,Via Kennedy,80,Lazio,90379,42.58612397082172,12.981278455603885,random
Lazio,Via Garibaldi,123,Lazio,93669,42.12580638117183,12.326652969334084,random
Lazio,Via Matteotti,52,Lazio,78137,42.552065105765315,13.134917277420659,random
Lazio,Via Trieste,20,Lazio,10917,41.60104131832322,13.58082065893543,random
Lazio,Via Matteotti,123,Lazio,96246,42.38993215022128,12.1907435033086,random
Lazio,Piazza Garibaldi,99,Lazio,65781,41.828110691450554,12.748036060220217,random
Lazio,Via Leopardi,7,Lazio,66839,42.46968825412202,11.818820870210212,random
Lazio,Via Leopardi,60,Lazio,26791,41.88448116919491,12.654607265852952,random
Lazio,Via Garibaldi,37,Lazio,64523,42.349146136500565,12.209126790876732,random
Lazio,Via Trieste,55,Lazio,18803,41.25623785793109,13.660964774016913,random
Lazio,Via Trieste,76,Lazio,18231,41.49150492763009,13.265086710612003,random
Lazio,Corso Vittorio Emanuele,65,Lazio,93690,41.66418204433172,12.407762551809633,random
Lazio,Via Mazzini,72,Lazio,80457,41.89090895125589,13.012814834245386,random
Lazio,Via Roma,83,Lazio,82938,41.42463807562106,13.392763800319862,random
Lazio,Via Kennedy,119,Lazio,16603,42.337307429061084,13.023554933628837,random
Lazio,Via Verdi,89,Lazio,66420,41.21429006059312,13.550237054505146,random
Lazio,Via Matteotti,113,Lazio,78277,42.30478711963176,11.800839656970275,random
Lazio,Via Mazzini,61,Lazio,53940,41.680726443109805,13.24501910945213,random
Lazio,Via Marconi,138,Lazio,10529,42.115302185219036,12.672951227411941,random
Lazio,Via Gramsci,83,Lazio,60922,42.05897860526588,12.168616330992757,random
Lazio,Via Mazzini,190,Lazio,13543,41.90944231934054,12.92665799195049,random
Lazio,Via Mazzini,193,Lazio,28299,41.573830300122545,13.697185797402017,random
Lazio,Via Marconi,163,Lazio,74950,41.810647264957865,12.406337938637948,random
Lazio,Via Vittorio Veneto,87,Lazio,45437,42.58215603043096,13.359408706010857,random
Lazio,Via XX Settembre,200,Lazio,22534,41.378666871427946,13.464238812700124,random
Lazio,Via Bellini,40,Lazio,57792,42.21037569165132,13.023070185184928,random
Lazio,Via Pascoli,45,Lazio,73826,42.65196624866251,12.135496627097927,random
Lazio,Via Marconi,105,Lazio,84747,42.07672789298667,12.943091291226704,random
Lazio,Via Cavour,188,Lazio,84715,42.227452382837185,12.56998663768028,random
Lazio,Via XX Settembre,45,Lazio,77446,41.51040844030685,13.397710626697972,random
Lazio,Via Garibaldi,88,Lazio,26215,42.257860627624765,13.209083817788247,random
Lazio,Via Leopardi,59,Lazio,40951,42.4237407067284,12.917028214398153,random
Lazio,Via Matteotti,192,Lazio,50020,41.257361403237425,13.073783537278292,random
Lazio,Via Matteotti,90,Lazio,63529,42.28113265727799,11.690656469385285,random
Lazio,Via Roma,168,Lazio,52772,42.62764130414412,11.98597815584789,random
Lazio,Via Nazionale,113,Lazio,18236,42.556345147398275,12.237579617130965,random
Lazio,Via Marconi,174,Lazio,94607,42.763427208330164,11.783889519083724,random
Lazio,Piazza Duomo,196,Lazio,32673,41.441293005028044,13.030753543676642,random
Lazio,Via Vittorio Veneto,199,Lazio,48016,42.36740677749399,11.596099163428644,random
Lazio,Via Trieste,139,Lazio,10286,41.61167454997838,12.61942591830588,random
Lazio,Via Galilei,109,Lazio,33201,42.04713080705753,12.464834766908261,random
Lazio,Via Leopardi,65,Lazio,70487,41.488356641192844,13.923634071672133,random
Lazio,Via Colombo,159,Lazio,65055,42.41802368207771,11.49112055501456,random
Lazio,Via Galilei,98,Lazio,22899,41.266269499614054,13.549674032190413,random
Lazio,Corso Umberto,113,Lazio,26144,42.61438440916184,12.943962619796443,random
Lazio,Via Trieste,63,Lazio,20301,42.311967338244834,12.569132002229017,random
Lazio,Via Pascoli,123,Lazio,64308,41.96895767418065,12.551742190847646,random
Lazio,Via Pascoli,95,Lazio,78579,42.042283056426704,12.358535495800833,random
Lazio,Via Verdi,199,Lazio,60358,41.573363062145916,12.550791993807824,random
Lazio,Via Vittorio Veneto,180,Lazio,69603,42.528117870865835,12.228153787685551,random
Lazio,Via Verdi,104,Lazio,13652,41.95201176767575,12.81941020424873,random
Lazio,Via Trieste,68,Lazio,41391,41.45522465383553,13.160374704061336,random
Lazio,Via Roma,132,Lazio,24489,41.37651518832234,13.17428512364021,random
Lazio,Via Verdi,41,Lazio,35970,42.28998526193153,12.788251477341504,random
Lazio,Corso Italia,26,Lazio,51920,42.11716751120987,12.076218070241937,random
Lazio,Via Roma,114,Lazio,40900,42.38355454832342,12.233218391330027,random
Lazio,Via Leopardi,60,Lazio,55181,41.64063057483973,13.730817798957267,random
Lazio,Piazza Duomo,63,Lazio,14489,41.71160018546997,13.108181911151974,random
Lazio,Via Galilei,166,Lazio,93019,41.8044647219452,12.245852538590308,random
Lazio,Piazza Garibaldi,51,Lazio,41296,41.754820018976176,13.036550086323064,random
Lazio,Via XX Settembre,107,Lazio,60173,42.40117181672106,12.806841449319794,random
Lazio,Corso Italia,57,Lazio,30391,41.62449594428765,12.469764347351747,random
Lazio,Via Vittorio Veneto,106,Lazio,37043,41.65289256423507,13.857754244720427,random
Lazio,Via Dante,199,Lazio,20709,41.6843439205219,13.436030943005175,random
Lazio,Via Bellini,104,Lazio,75948,41.30368048881743,13.448553777342223,random
Lazio,Via Mazzini,24,Lazio,47731,41.9662222429011,12.852038119206314,random
Lazio,Corso Umberto,15,Lazio,72593,41.96981858981799,13.106124269115433,random
Lazio,Via Kennedy,27,Lazio,72730,42.508087032544765,13.028360086181289,random
Lazio,Via Kennedy,155,Lazio,57398,42.57278825419579,12.011323418367496,random
Lazio,Via XX Settembre,49,Lazio,30698,41.47152915282608,13.978487867362402,random
Lazio,Piazza Duomo,45,Lazio,36390,41.79055876569793,13.143503183446182,random
Lazio,Via Pascoli,6,Lazio,26536,41.50088267565092,13.007366941333455,random
Lazio,Corso Italia,38,Lazio,70180,41.97558617051428,12.897788229071285,random
Lazio,Via Bellini,105,Lazio,59517,41.52879017353327,14.00874886016462,random
Lazio,Via Bellini,157,Lazio,38805,42.57049764075066,11.92333727696832,random
Lazio,Via Mazzini,114,Lazio,64628,42.37963299437787,12.875430923168249,random
Lazio,Corso Vittorio Emanuele,117,Lazio,93569,41.689870783155094,12.61360839393272,random
Lazio,Via Dante,6,Lazio,87026,41.71633619825461,13.57549275263197,random
Lazio,Via Kennedy,45,Lazio,15119,42.41715726101108,11.635349423005783,random
Lazio,Via Marconi,122,Lazio,90485,41.47198398190084,13.203734397476518,random
Lazio,Via Vittorio Veneto,106,Lazio,77063,42.7121341485488,13.195490052371502,random
Lazio,Via Vittorio Veneto,163,Lazio,93528,42.33901435463201,12.100627746590105,random
Lazio,Via Mazzini,43,Lazio,43255,42.515139291953126,12.948829698411172,random
Lazio,Via Cavour,146,Lazio,92387,41.77080823589998,12.681552354290156,random
Lazio,Corso Italia,44,Lazio,88951,42.312002298056036,12.739531953872394,random
Lazio,Via Mazzini,102,Lazio,25314,42.472507726063995,11.85798933600169,random
Lazio,Via Vittorio Veneto,170,Lazio,52681,42.507395013892534,11.884745378525597,random
Lazio,Via Cavour,173,Lazio,69164,41.71631876713694,12.87698102968089,random
Lazio,Piazza Garibaldi,125,Lazio,73046,42.35541615890003,12.905963606647303,random
Lazio,Via Pascoli,173,Lazio,93039,42.60045105206372,13.107466741550775,random
Lazio,Corso Umberto,131,Lazio,98545,41.71956377527823,13.513378060025815,random
Lazio,Via Roma,73,Lazio,85919,42.09552506277862,11.892593939527877,random
Lazio,Via Trieste,103,Lazio,10616,42.343378389935154,11.578459259011275,random
Lazio,Via Gramsci,64,Lazio,73877,41.47581980764295,13.410456813330875,random
Lazio,Via Matteotti,95,Lazio,12695,41.56648307926625,13.094246849891153,random
Lazio,Via Bellini,172,Lazio,55305,42.4275592475718,12.706891259952657,random
Lazio,Via Matteotti,83,Lazio,90288,41.70651071803348,12.917923264271986,random
Lazio,Corso Vittorio Emanuele,129,Lazio,20792,41.376658987028776,13.531211750411233,random
Lazio,Via Garibaldi,155,Lazio,17800,42.18797067161166,12.357778897613146,random
Lazio,Via Gramsci,179,Lazio,90493,42.2556172631322,12.100483094940536,random
Lazio,Via Kennedy,71,Lazio,84440,41.65366123602525,12.52577914343135,random
Lazio,Via Mazzini,81,Lazio,81632,42.41227435849052,11.6638938865705,random
Lazio,Via XX Settembre,135,Lazio,45522,41.90933293225663,12.665899312835645,random
Lazio,Via Trieste,108,Lazio,87805,42.46975938673323,11.682040599047678,random
Lazio,Via Kennedy,165,Lazio,87847,41.49090102989257,13.759703960075692,random
Lazio,Via Kennedy,105,Lazio,26269,42.075458653707415,12.758640477230491,random
Lazio,Via Colombo,44,Lazio,18813,42.1518243226251,13.228018773498501,random
Lazio,Via Matteotti,149,Lazio,38816,42.266652511348475,11.872171845895714,random
Lazio,Via Nazionale,170,Lazio,28543,41.64907480337201,13.476550394810754,random
Lazio,Via Kennedy,56,Lazio,21297,42.51221874596194,12.087696916142795,random
Lazio,Corso Umberto,28,Lazio,64640,41.59408023679591,12.819381400818314,random
Lazio,Via Colombo,152,Lazio,72994,42.48332286822002,12.868711563638302,random
Lazio,Via Matteotti,86,Lazio,20268,41.993389380649155,12.348301379477112,random
Lazio,Corso Umberto,38,Lazio,33897,42.146386676060516,12.566685674147616,random
Lazio,Via Cavour,152,Lazio,37703,42.19506798542038,12.6371248043579,random
Lazio,Via Roma,179,Lazio,98264,42.008194509568675,12.212024009436345,random
Lazio,Via XX Settembre,198,Lazio,37553,42.33103914036585,12.463969088634919,random
Lazio,Via Vittorio Veneto,120,Lazio,39361,42.108210255442536,12.312900955301057,random
Lazio,Via Vittorio Veneto,77,Lazio,64936,41.44358370143941,13.670872175470272,random
Lazio,Via Nazionale,158,Lazio,74125,42.3859360047352,12.287079320118503,random
Lazio,Via Colombo,103,Lazio,86785,41.852815312022074,12.457281497896425,random
Lazio,Piazza Duomo,191,Lazio,84968,42.08060404416094,12.733732529632274,random
Lazio,Via Cavour,113,Lazio,67553,42.34136315433983,12.375877556228106,random
Lazio,Via Manzoni,78,Lazio,66786,41.74040669251788,13.070476995598515,random
Lazio,Via Pascoli,105,Lazio,62920,42.30750174694747,11.757964305806551,random
Lazio,Via Kennedy,59,Lazio,70911,42.48289875128762,11.866153163516328,random
Lazio,Via Leopardi,94,Lazio,70651,41.234437624768894,13.051104538556993,random
Lazio,Corso Umberto,22,Lazio,20724,42.82312689269269,11.8228127127997,random
Lazio,Via Leopardi,174,Lazio,17025,42.65126725896842,11.943441813904304,random
Lazio,Via Mazzini,130,Lazio,45652,41.46830794415942,13.769174240208068,random
Lazio,Piazza Duomo,64,Lazio,71032,41.84500841748651,12.499443717270452,random
Lazio,Via Marconi,21,Lazio,45269,42.533636800100055,13.103340587818174,random
Lazio,Via Manzoni,189,Lazio,26295,42.41448672908639,12.416320798007046,random
Lazio,Via Trieste,171,Lazio,82988,42.381961244184126,12.766704462678629,random
Lazio,Via Marconi,77,Lazio,86337,42.60783743824751,11.869663427711776,random
Lazio,Corso Umberto,30,Lazio,23492,41.651623186129115,13.572641562815102,random
Lazio,Piazza Garibaldi,149,Lazio,70955,41.51073808431124,13.10601611737882,random
Lazio,Via Leopardi,127,Lazio,14534,42.383876883475004,12.770209447519065,random
Lazio,Via Dante,180,Lazio,50490,41.6618240984427,13.82850644078819,random
Lazio,Piazza Duomo,50,Lazio,46720,41.40909704005089,13.612380340280978,random
Lazio,Via Nazionale,182,Lazio,50650,41.46108426233853,13.698028507390564,random
Lazio,Via Trieste,125,Lazio,47958,42.52955124024668,12.251888236762229,random
Lazio,Via Bellini,25,Lazio,30773,41.9855005244369,12.453450395004504,random
Lazio,Via Kennedy,108,Lazio,25027,42.183727270632716,13.274060103366866,random
Lazio,Via Leopardi,29,Lazio,82857,41.69247481540162,12.526693569511119,random
Lazio,Via Nazionale,17,Lazio,80487,41.66562735952708,13.279595142574209,random
Lazio,Via Matteotti,87,Lazio,35462,42.28490206167035,11.991291776919214,random
Lazio,Via Pascoli,9,Lazio,69270,41.92228981034361,12.933124737099346,random
Lazio,Via Leopardi,65,Lazio,92353,41.45960122455596,13.269464016793897,random
Lazio,Piazza Duomo,148,Lazio,84342,41.50965775551,13.842903027034769,random
Lazio,Via Bellini,187,Lazio,73644,41.94526609801505,12.441007775745975,random
Lazio,Via Vittorio Veneto,112,Lazio,29380,41.60278187944338,13.736339400432442,random
Lazio,Via Trieste,45,Lazio,72778,42.427796971732676,11.679061704707994,random
Lazio,Via Dante,194,Lazio,79610,42.17432545417555,13.043655689658307,random
Lazio,Piazza Duomo,81,Lazio,80084,42.5717835564309,13.180026979724456,random
Lazio,Via Cavour,137,Lazio,56511,41.31513025947381,13.77800571456411,random
Lazio,Corso Vittorio Emanuele,88,Lazio,53484,41.733534272758575,13.759626500071043,random
Lazio,Via Marconi,3,Lazio,15070,42.353857598628736,12.786698423278589,random
Lazio,Via Kennedy,33,Lazio,66251,41.978060623005675,12.134023566121572,random
Lazio,Via Mazzini,79,Lazio,31568,42.442164392885,12.955304994967918,random
Lazio,Via Bellini,53,Lazio,19107,41.272534318317845,13.609539686594843,random
Lazio,Via Roma,175,Lazio,95772,41.95217308687307,12.636978587304796,random
Lazio,Via Verdi,22,Lazio,13429,42.11878495463785,12.682296650629954,random
Lazio,Via Garibaldi,179,Lazio,11848,41.55652566240707,13.286704993414613,random
Lazio,Corso Vittorio Emanuele,42,Lazio,22710,41.42594940881248,13.404547850597929,random
Lazio,Via Vittorio Veneto,92,Lazio,33707,41.428132816169715,13.25412304224525,random
Lazio,Via Matteotti,164,Lazio,40624,41.451738604944325,13.523395636217924,random
Lazio,Corso Vittorio Emanuele,12,Lazio,81636,42.19012396408564,12.588017267303355,random
Lazio,Piazza Garibaldi,83,Lazio,16480,41.33386076188492,13.628005026541913,random
Lazio,Via Cavour,41,Lazio,72767,42.47822784876484,11.928857264550699,random
Lazio,Via Matteotti,143,Lazio,97925,42.25847449744167,13.03837511340544,random
Lazio,Via XX Settembre,115,Lazio,36015,42.140116421628946,13.05120069868108,random
Lazio,Via Colombo,41,Lazio,75459,41.76048491195847,13.668255853562288,random
Lazio,Via Trieste,46,Lazio,95118,42.577066234339114,11.900738860366982,random
Lazio,Via Dante,164,Lazio,25470,41.67725861819883,12.44822009227271,random
Lazio,Via Gramsci,27,Lazio,22959,41.64034154989294,13.631740100144613,random
Lazio,Via Leopardi,129,Lazio,20540,41.562339672694954,13.644043548236317,random
Lazio,Via Dante,187,Lazio,94130,42.32928630546803,13.189672382735726,random
Lazio,Via Roma,165,Lazio,47326,42.04066208574698,12.162973544366162,random
Lazio,Corso Italia,25,Lazio,46602,42.291686458768474,12.336494222595453,random
Lazio,Via Dante,2,Lazio,13324,41.85376845279834,12.927268784276771,random
Lazio,Via Pascoli,197,Lazio,17118,42.48844325828621,11.692450727798748,random
Lazio,Via Marconi,56,Lazio,16140,41.66442737698388,12.984013393827787,random
Lazio,Via Trieste,193,Lazio,67654,42.72516867647531,13.22923796945709,random
Lazio,Via Colombo,84,Lazio,15936,41.412927331654856,12.762468534104718,random
Lazio,Via Roma,89,Lazio,79444,42.36112546349812,12.721771122985224,random
Lazio,Via XX Settembre,9,Lazio,83002,41.41657873762976,13.077860289460336,random
Lazio,Via Pascoli,43,Lazio,23552,42.424516901130715,12.985333924937233,random
Lazio,Via Leopardi,180,Lazio,78434,42.38952455750741,11.72608743315573,random
Lazio,Via Manzoni,22,Lazio,15903,42.39086807775307,13.184949170057042,random
Lazio,Corso Umberto,156,Lazio,59757,41.82535743317178,12.732647089359148,random
Lazio,Via Cavour,196,Lazio,69297,41.600013943581864,12.732639013785976,random
Lazio,Via XX Settembre,162,Lazio,10305,42.78565729698301,11.806794899576737,random
Lazio,Via Manzoni,42,Lazio,79401,42.14568820250602,12.174971633934016,random
Lazio,Via Kennedy,33,Lazio,53624,42.22847107636591,12.68212682777577,random
Lazio,Via Verdi,41,Lazio,21620,41.751332690622654,13.549171313352499,random
Lazio,Piazza Duomo,147,Lazio,72468,41.642392251295725,13.667180001220178,random
Lazio,Via Matteotti,142,Lazio,89063,42.09114351680835,12.0645156360279,random
Lazio,Via Galilei,65,Lazio,94622,42.17256825272206,13.08326811734898,random
Lazio,Via XX Settembre,16,Lazio,53453,41.96219501414313,12.968777428522227,random
Lazio,Via Colombo,191,Lazio,45754,41.41997335930455,13.39802602815932,random
Lazio,Via Bellini,123,Lazio,66875,41.97618609772778,12.71521255753263,random
Lazio,Piazza Duomo,141,Lazio,59364,41.50993432129528,13.504887824357528,random
Lazio,Via Dante,86,Lazio,24332,41.30905283937283,13.858783763751951,random
Lazio,Corso Italia,121,Lazio,10741,41.860583406405794,12.665452171908468,random
Lazio,Corso Vittorio Emanuele,4,Lazio,34171,41.69036913726567,13.315535887446682,random
Lazio,Via Manzoni,78,Lazio,72725,41.531295908083315,13.319168268816748,random
Lazio,Via Pascoli,24,Lazio,75550,41.4387749698167,13.71403422420137,random
Lazio,Via Garibaldi,167,Lazio,54663,41.899263136299716,13.379625616892469,random
Lazio,Via Colombo,110,Lazio,24587,42.018347096184556,13.046744670573236,random
Lazio,Piazza Garibaldi,48,Lazio,93040,42.60647318068544,12.059925592149092,random
Lazio,Via Nazionale,140,Lazio,36129,42.146973247593316,12.487212199187807,random
Lazio,Piazza Duomo,168,Lazio,13852,42.09577242026416,12.536977079225084,random
Lazio,Via Colombo,190,Lazio,64142,41.62297774453313,12.648653007481748,random
Lazio,Via Marconi,47,Lazio,38132,42.443231987854496,12.202411588196894,random
Lazio,Corso Vittorio Emanuele,152,Lazio,90085,42.08994848502015,12.469545807241879,random
Lazio,Via Vittorio Veneto,145,Lazio,59587,42.42348727481972,12.384382562372728,random
Lazio,Via Trieste,145,Lazio,62154,41.781166320494364,12.83109524460846,random
Lazio,Via Verdi,148,Lazio,61859,41.88523294265862,13.287084796274858,random
Lazio,Via Dante,24,Lazio,73414,41.59534242126145,12.998548180532108,random
Lazio,Via XX Settembre,7,Lazio,45453,42.41695383396529,12.9430109790322,random
Lazio,Via Verdi,158,Lazio,87073,41.674604974152125,12.611905155812643,random
Lazio,Corso Umberto,86,Lazio,85848,42.413211584243726,12.12276922308297,random
Lazio,Piazza Duomo,110,Lazio,11757,41.65544225119032,13.934910300573591,random
Lazio,Piazza Garibaldi,117,Lazio,87492,41.958920598437885,12.063151376379594,random
Lazio,Via Garibaldi,196,Lazio,53675,42.21551481163517,12.183547232155764,random
Lazio,Piazza Duomo,92,Lazio,12643,42.27144030008215,13.051250051585802,random
Lazio,Via XX Settembre,129,Lazio,55825,42.14572913247855,12.146937416170042,random
Lazio,Via Vittorio Veneto,51,Lazio,46416,41.26388867025806,13.83491352097834,random
Lazio,Via Gramsci,102,Lazio,57306,42.135981993447736,12.359287604170909,random
Lazio,Via Dante,76,Lazio,72134,41.96340847540754,12.664703639514933,random
Lazio,Via Gramsci,75,Lazio,89795,42.52651952171279,12.203615919501349,random
Lazio,Piazza Garibaldi,141,Lazio,66143,42.1370070203937,12.446702467814212,random
Lazio,Via Matteotti,93,Lazio,75402,42.52705341966373,12.88469531722236,random
Lazio,Via Vittorio Veneto,66,Lazio,26836,42.20019754940108,12.524699215932085,random
Lazio,Corso Umberto,16,Lazio,99449,41.52359068930974,13.464321691889205,random
Lazio,Corso Umberto,120,Lazio,36143,41.250891074181226,13.726198550951853,random
Lazio,Via Marconi,34,Lazio,62060,42.43928147988345,12.763591381536623,random
Lazio,Via Verdi,192,Lazio,92207,41.522195839648944,13.095855688165283,random
Lazio,Corso Vittorio Emanuele,124,Lazio,39750,41.63622186930281,13.413233274370734,random
Lazio,Via Kennedy,156,Lazio,87522,42.12159548611519,12.989844802909069,random
Lazio,Via Mazzini,58,Lazio,53607,42.11143964844537,12.166705136514347,random
Lazio,Piazza Duomo,181,Lazio,38251,42.01631208998269,12.021707164478908,random
Lazio,Via Dante,178,Lazio,21810,42.271464838986994,12.165869924121711,random
Lazio,Via Verdi,39,Lazio,94905,41.9804275892439,13.190761698962238,random
Lazio,Via Mazzini,35,Lazio,96964,41.75574466370333,12.36221848000235,random
Lazio,Via Vittorio Veneto,11,Lazio,92671,41.53576265696585,13.347670922371098,random
Lazio,Via Trieste,20,Lazio,25090,41.944522949237964,12.206769624769704,random
Lazio,Via Matteotti,67,Lazio,56262,41.770667373502015,13.218593998963284,random
Lazio,Via Matteotti,31,Lazio,85351,42.30986133019461,12.199922088123543,random
Lazio,Via Roma,154,Lazio,70174,41.2742511245877,13.39847376857372,random
Lazio,Via Matteotti,58,Lazio,73893,41.75458345409055,12.903985988897505,random
Lazio,Via Nazionale,3,Lazio,70360,42.48283842611498,12.09322300672924,random
Lazio,Via Leopardi,175,Lazio,49170,42.19844011375112,12.192216361438524,random
Lazio,Via Gramsci,148,Lazio,17211,41.55456035499322,13.982319520709767,random
Lazio,Via Manzoni,100,Lazio,32855,41.70503618460482,13.576177634343864,random
Lazio,Via XX Settembre,45,Lazio,93076,42.571726241097956,13.004592623773144,random
Lazio,Via Garibaldi,163,Lazio,45125,41.73775482392158,12.359692347289707,random
Lazio,Via XX Settembre,93,Lazio,31125,41.510847622699686,13.121250480260173,random
Lazio,Corso Vittorio Emanuele,113,Lazio,19454,42.08786630902898,12.625192791788244,random
Lazio,Via Vittorio Veneto,176,Lazio,15493,41.45407610948775,12.89787720621602,random
Lazio,Via Bellini,200,Lazio,72171,42.75233436436939,11.897980219224577,random
Lazio,Via Gramsci,40,Lazio,89053,41.58117548702642,13.276679056838184,random
Lazio,Via Roma,64,Lazio,20947,42.104320018243094,11.959477015632782,random
Lazio,Via Marconi,120,Lazio,29903,42.30567971593405,11.692155313567895,random
Lazio,Via Nazionale,120,Lazio,72338,42.20171296529689,13.03965866632971,random
Lazio,Corso Vittorio Emanuele,76,Lazio,67889,42.58328030223499,12.971305441343251,random
Lazio,Via Gramsci,106,Lazio,83868,41.30130829726457,13.170591601885949,random
Lazio,Via Bellini,151,Lazio,28114,41.71706403843874,13.071004759956388,random
Lazio,Via Pascoli,35,Lazio,44416,42.27828609221875,11.94612157126782,random
Lazio,Via Manzoni,121,Lazio,90965,41.937208621707,12.778901341494155,random
Lazio,Via Garibaldi,115,Lazio,65157,41.54294944961179,13.829334091729432,random
Lazio,Via Garibaldi,60,Lazio,52605,41.73999724838115,12.384280254488548,random
Lazio,Via Bellini,197,Lazio,26043,41.59392850682817,13.548530240264341,random
Lazio,Via Bellini,169,Lazio,80464,41.818838552055766,12.643360241069557,random
Lazio,Via XX Settembre,8,Lazio,54519,41.2763187600936,13.507101690356508,random
Lazio,Via Matteotti,80,Lazio,20415,41.3939902338536,13.13513580609898,random
Lazio,Via Gramsci,176,Lazio,71487,42.495244832177164,12.934768415843283,random
Lazio,Via Nazionale,86,Lazio,71379,41.44952274127934,12.822871014062894,random
Lazio,Via Colombo,128,Lazio,59435,41.64620197405415,13.455489912482104,random
Lazio,Piazza Garibaldi,191,Lazio,32179,42.45605395372058,11.909565860483568,random
Lazio,Via Cavour,77,Lazio,38599,41.462417848412066,13.686830190739773,random
Lazio,Via Manzoni,91,Lazio,46835,42.433013899938146,11.707431020332928,random
Lazio,Via Roma,162,Lazio,41979,42.587116546878434,13.308861839099745,random
Lazio,Via Mazzini,3,Lazio,22586,41.59895099738931,13.897927501191958,random
Lazio,Piazza Duomo,57,Lazio,25940,41.704918467814736,13.848929013545773,random
Lazio,Piazza Duomo,14,Lazio,36438,42.60630110877996,13.176090046252101,random
Lazio,Via Verdi,129,Lazio,11416,42.22378241229619,12.182129783111797,random
Lazio,Via Kennedy,126,Lazio,44122,41.77508820402461,13.65321227949287,random
Lazio,Via Garibaldi,170,Lazio,20074,41.42528728238836,13.806071210285914,random
Lazio,Via Nazionale,134,Lazio,34436,42.190463976403265,12.028884535555349,random
Lazio,Via Cavour,11,Lazio,13141,42.326435999140564,13.173918456969863,random
Lazio,Via Pascoli,181,Lazio,23487,42.44838597414861,12.938086349652796,random
Lazio,Via Pascoli,83,Lazio,72184,41.63532365027355,12.906870401540218,random
Lazio,Via Nazionale,23,Lazio,14439,42.09766223270331,12.855082595273684,random
Lazio,Corso Vittorio Emanuele,9,Lazio,76480,41.572737696843504,13.679523760782487,random
Lazio,Via Vittorio Veneto,125,Lazio,32879,42.553630636640136,12.04146095995894,random
Lazio,Via Marconi,160,Lazio,71408,42.14870081908957,11.839040127147696,random
Lazio,Piazza Garibaldi,125,Lazio,28664,41.85300398657219,12.460542993093185,random
Lazio,Via Pascoli,56,Lazio,17566,41.548413870796985,13.413839222199607,random
Lazio,Via Kennedy,163,Lazio,84084,41.45663695062507,13.68245432619291,random
Lazio,Via Bellini,25,Lazio,44944,41.966119206280204,12.349567278049,random
